-5.362599922727188106e-01,-3.209322411591429836e-01,-3.220668285173322598e-01,-9.644075042674062903e-01,1.209653499297917850e-01,-1.277198192480326178e+00,5.491286698836537195e-01,8.121129294113333952e-01,-6.810780088325734116e-01,9.918721096296442274e-01,-1.473401717634909680e+00,-9.952411251764160804e-02
3.550069338407950137e-01,-1.380801280502785167e+00,3.506316848512068818e-01,-3.795976363557961308e-01,4.858492741707451379e-02,6.198625868147149276e-02,-1.032277265469935118e-02,5.504482186432201329e-01,2.149095937922994304e-01,1.057492538591516595e+00,7.303743004322992005e-02,1.369110108278500881e+00
-1.111050527863924220e+00,-2.188419244993809465e-01,-8.426261616559996837e-01,1.980127675151722815e-04,-8.536765906046871466e-01,1.746195768579576479e-01,1.628391404135121290e+00,-2.081938071802302836e-01,5.326240700228667135e-01,3.778395760603103226e-01,3.649017787564534654e-02,9.821116986768781976e-01
-9.874947642805079751e-01,7.451693481116190565e-01,2.696246340845590006e-01,-3.321367793420935133e-01,-4.805529554207858545e-01,-4.327641663795340349e-02,1.248337211958729931e+00,-1.062036839375340769e+00,1.700070542993513123e-01,3.739889679136533251e-01,-9.276653003528353425e-01,-6.160296315127106181e-01
3.775937288764230626e-01,-3.048548796843607578e-01,-1.865001577716686454e-01,8.322364024892684453e-01,-5.435357222569813240e-01,-1.624054800912420271e+00,2.296432369484933400e-01,-5.121200113341858179e-02,8.427445649658926730e-01,-1.815136655028116441e-01,1.170303080332527612e+00,5.909049781521465983e-01
5.527806875505348883e-01,-1.033433761582063376e-01,-1.131753994564701049e+00,2.466343265951436159e-01,-1.219633781219616742e+00,-2.348983147623711354e-01,-3.072380326728428312e-01,-3.206012593686120016e-01,-1.274330746970388228e-01,-1.172026889426207807e+00,-6.336815455227460259e-01,-4.143953998814065010e-01
-7.846144682826898809e-01,-1.548995108388911524e+00,9.605734013165474483e-01,1.057506919155005026e-01,1.267980528378942706e+00,2.045038053242630438e-01,-5.776789354377968033e-01,3.409705471985718939e-01,-3.295047990627720247e-01,-3.196752721881186976e-01,-9.581886702371089637e-01,-6.674413909999536987e-01
6.215609012360058250e-01,-7.476528701357854079e-02,6.985263040999722950e-01,-1.432602576058401023e-01,4.358008677433573008e-01,-6.987147804414507724e-02,6.465356107309435663e-01,-1.251899631670475355e+00,9.895356367249795726e-01,1.664494448067866950e+00,-6.274732120396625534e-01,2.583671547816454583e-01
-1.223620560500190413e+00,5.016484297390489955e-01,-1.207712861601688781e+00,-7.675043497743255783e-01,6.272583913903494457e-01,5.139365827518577179e-01,-5.172011303076182002e-03,-5.779290773663074976e-01,6.352264651388874750e-01,-1.876403598813326523e-01,8.395422220448094386e-01,-3.619327840370982763e-01
1.060939531791107671e+00,6.064960770539967738e-01,3.927278586356625634e-01,-8.846923462200737553e-01,2.674674650093209968e-02,-3.725789465168627967e-01,-1.031586795552215108e+00,-1.616318219870087391e+00,-1.436754445906582300e-01,6.908526930060729931e-01,-9.860217142495689147e-02,-1.509735017312558991e-01
9.391130831686803626e-01,-4.201070338192063880e-01,1.601403840010004576e+00,1.019018527514764294e+00,-2.789510352682591718e-02,-4.989762586619271301e-01,5.009863001041783143e-02,2.262138199209930978e-01,1.068917264341214812e+00,6.665916458913381248e-01,2.046115330340033955e-01,-9.978539903011157675e-02
1.834770845607105738e-01,-2.977198101159888588e-01,1.144320585465428142e+00,1.593897553008256862e+00,1.034489388032189039e+00,-9.681281651529757837e-02,-1.275992121828788683e-01,-1.086315260731752996e+00,5.990587623733644174e-01,-5.557343092427383668e-01,8.968499085948411151e-03,-7.650393802814244859e-01
