-5.936014872921869800e-01,6.422827416374816689e-01,3.192193867327269285e-01,8.964784638509124548e-01,1.501814978034955450e-01,5.024574359320824885e-02,-1.426054498544841176e-01,-6.465190703614122070e-01,-1.929668492518996775e-02,1.418278963666178560e-01,-2.548468382574445301e-01,1.916823297728177389e-01,-4.237984676097324432e-01,5.347040343670316637e-02,-2.129262818936420165e-01,1.995980430640516556e-01,2.397144717114980395e-01,3.638272892143040727e-01,1.844008610370820034e-01,4.171754754600002883e-03
4.483992549197839406e-01,-3.879924618031663219e-01,3.846745702341707873e-01,-3.617233426457074352e-01,2.537458636823597402e-01,-1.898428581713822727e-01,3.135187014611928169e-01,3.128454335216430682e-01,-4.610558138908682491e-01,-4.457437744144482350e-01,8.625603726806099214e-01,-6.153159957230420751e-01,-5.989193117232625152e-01,-7.129926429630009110e-01,-4.868918618512332319e-01,5.426361238637754658e-01,9.647647558249576594e-02,-2.759159941822377227e-01,5.029014250370057448e-01,-5.240971109151344454e-01
7.438565421065047589e-01,-5.026719612347692323e-02,1.148640444599621668e+00,7.186737575343012940e-01,6.128828834144255389e-01,-4.856586382594986206e-01,7.487804173561675158e-01,7.744988995322691361e-01,2.980997905799901981e-01,9.969445508046873017e-02,6.199381135702196344e-02,2.991133590259858477e-01,-3.622146928221431916e-01,2.755148159988972112e-01,-6.138633581102270753e-02,-4.095066647624115430e-01,2.939997742767296862e-01,1.878144574150071855e-01,1.827563935968961328e-01,4.874113658800445781e-01
-1.205123645306839908e+00,1.104658616555591832e+00,6.995077616540748000e-01,6.245370365478724040e-01,4.001215558176694498e-01,4.107907037455363342e-01,-7.433319033141195797e-01,4.461877696596052711e-01,6.520524756242264408e-02,-7.511668206724013697e-01,-8.803314677363494739e-03,-2.016649544385726300e-01,9.190260111438866009e-01,-4.977502288273606967e-01,5.601418253803147618e-01,-1.873535545911440836e-01,-1.896867513922636805e-01,-4.976123179792413254e-01,-3.224813864306572686e-01,1.900573463744530678e-01
1.168240039837341315e-01,5.830287772036227278e-02,-1.282266659047307245e-01,-5.050419986773255904e-02,5.422020983647869441e-01,-3.514405200765788329e-01,4.393153150172232624e-01,-4.867177815945394337e-01,5.953327933688947748e-01,6.581154954000685287e-01,-3.701454431576151616e-01,7.105587614607470834e-03,2.435570005756567125e-01,-1.776219939484971200e-01,-4.622688944934185140e-01,1.049977296341935706e-01,1.379607990686723129e-01,-1.772556935762508445e-01,2.089604042527596905e-01,2.596881480283254606e-01
4.287632371801379794e-01,-3.442139949036734925e-01,-7.691776957250746616e-01,-4.985490189365510139e-01,4.238407393208960539e-01,4.656557360603553741e-01,3.380539128177549313e-01,4.018490600600613250e-01,9.623336410094991411e-01,5.952591605459413987e-02,-4.369607668926326904e-01,-4.063762740144031826e-01,2.023717655452928199e-01,1.336067216043214378e-01,4.733832379112409838e-01,-2.544830329364474245e-02,1.958357860173061127e-01,2.086036218204730397e-01,4.062763496553422615e-01,1.465733799735726151e-01
3.821041612447105273e-01,2.164568912974819126e-01,-2.163523188180576165e-02,2.981114428086376611e-01,-3.370718835405010078e-02,-2.163634686093704185e-01,-5.112817036000654181e-01,-1.599585737537119190e-01,1.931319342918389956e-02,2.361896686330042794e-01,-1.111053738432869753e-01,-8.609217937882319704e-01,5.054536807005479693e-01,4.403285111075521119e-01,6.084626069068740373e-01,-5.031594173795289615e-01,2.328731663265182217e-01,2.149745634896374769e-01,-4.224977465492933404e-01,3.328918262588678734e-01
1.752115216392765087e-02,-2.547425096701141367e-01,4.521744716252759644e-01,-1.358206004392113586e+00,-2.253295637195958934e-01,-3.295264340060534147e-01,-2.830469571841587872e-01,7.547193618526465420e-01,-1.636536142897589835e-02,5.187236777174684121e-01,-6.429087190273803376e-01,1.328587576323531527e+00,-8.422186569107486089e-04,1.045003466911080536e-01,7.346743571164651154e-01,1.393047854891508452e-01,7.753992376973253831e-02,-1.850918637684612067e-02,3.017097568441278743e-01,-7.780859851324363474e-02
2.039000572087650287e-01,1.708024244092526955e-01,-1.024463909648964499e+00,1.292113388036379151e-01,-4.266816880307023885e-01,1.427683253161463606e-01,-5.698648371380012068e-02,-4.611048400369657796e-01,-1.563163260536555021e-01,-1.012219958808670273e-01,-2.760068829826145542e-01,-2.586263375824823241e-01,9.306917119356117318e-02,-1.278378759872152159e-01,7.156340472038483780e-01,1.554453138093138120e-01,3.370791902377863747e-01,3.073504901868394090e-01,7.177293559011261870e-01,-1.983354384133032000e-01
5.320529544553503909e-01,-3.366083267213856312e-01,-8.098883661063799311e-01,1.835290381757401335e+00,5.934444445821049352e-02,-4.750168154427391043e-01,6.779679864117026389e-01,1.943639609514316025e-01,-2.762809191560998134e-01,1.456626537112428177e-01,-1.839147883015475327e-01,-1.052086117274318305e-01,2.216372235085441178e-01,3.833197747333980665e-01,-1.719537716574010000e-01,-2.440919761557877876e-01,-1.061496899519529802e-01,4.650437907213969546e-02,-3.871556021489360178e-01,7.942344450314506310e-02
