4.741313224027220441e-01,-1.627782227949961413e+00,1.862563039093793060e+00,1.117606656661656039e+00,9.899702124982990847e-01,-9.612176458482112329e-01,-5.781113469702974239e-01,-1.224796228643707741e+00,-1.126715284964467267e+00,-8.764395883785428554e-01,-2.037346422111664168e+00,-1.071275572692585998e+00
1.583081553527647012e+00,-9.885747035665022331e-01,1.490233638554489204e+00,-1.068361699184084523e+00,-1.206603154025490898e+00,-1.394764318495035793e+00,-2.957350636817599465e-01,1.430638913074953722e+00,-1.693109172666368956e+00,1.175325070648172154e+00,3.943941433648772699e-01,-1.043807211180708183e+00
1.314659185939825781e+00,1.259950473058288667e+00,-9.948412459441799971e-01,1.046422763164072789e+00,8.033808795121706314e-01,-8.369743716649479248e-01,1.097864739051034100e+00,-8.347056018336261873e-01,1.254494034862004614e+00,9.648960901534445189e-02,-1.860812974327858527e+00,-1.734013184981263667e+00
1.493998294031822827e+00,-3.062764761515587852e-01,-1.424471139724317936e+00,-3.107916844397086709e-01,1.469369061027129497e+00,-1.209470884467772622e+00,1.257129131760877483e+00,1.992709823039024997e+00,8.120576396409306952e-01,1.063154176716962995e+00,1.632097824174696843e+00,-4.380501006381156692e-01
1.409853630774274169e+00,1.361047499415816597e+00,2.514890413330493901e-01,1.872245172533816282e+00,-1.129320582517685301e+00,8.280746327311997446e-01,-1.041406225922930195e+00,7.545455042433766302e-01,-2.052479512141741846e+00,7.997172650154341644e-01,-1.277488230668281544e+00,3.514529593395592788e-01
-1.076075071333916222e+00,3.698247609374114009e-01,1.414026860502226368e+00,-6.154190623667297189e-01,-5.237357730050147264e-01,4.978131284774922061e-01,-1.486502068146859035e+00,1.517719730572643977e+00,1.376557958496538170e+00,1.681944234748838030e+00,1.141874034500078183e+00,-1.720937092371545685e+00
7.422113068541645875e-01,-9.565757114442022813e-01,5.656861182156419643e-01,-3.931212704453370121e-01,6.220259979842294173e-01,-1.635610930849227040e+00,-1.569671742033974748e+00,-1.476850834872300844e+00,1.451428464501373528e+00,1.052305442106695299e+00,1.480938175355918096e+00,-1.069374222992021561e+00
-1.336866766274913854e+00,-1.100104653895204176e+00,3.124287006310183523e-01,2.467809736921209307e+00,-1.400886615530408941e+00,-7.804790076720032888e-01,-4.340829646095432093e-01,1.300017345529762780e+00,-1.347150462337050048e-01,-1.748535812024458957e+00,1.554890547154499369e+00,-1.473043238997127968e+00
1.164386289668491115e+00,1.174084661491038073e+00,5.506515242037699487e-01,-1.443961936435645743e+00,1.201030036913870003e+00,6.742270323522621123e-01,-1.290321528042975174e+00,-1.627571634653756316e+00,1.661953452771824047e+00,4.392267170337428306e-01,-1.811496933601467019e+00,7.720353470162963916e-01
-1.537837358871623206e-01,7.102724462676098804e-01,5.819325376927958482e-01,-1.081669299781546245e+00,-1.012141723246315017e+00,-6.885672695624576178e-01,-9.676979092807915794e-01,-4.483623087720905454e-01,-2.661245539143714200e+00,-1.745424319934736790e+00,1.778020276126824895e+00,1.822242033008833362e+00
1.303053887471455896e+00,-1.031747036374420334e+00,-1.505197799410695314e+00,4.692973300377047824e-02,1.621901952443687067e+00,-4.452939509148583497e-01,8.296851316117638264e-01,-1.221341802939365229e+00,-1.693642122266767691e+00,5.038353548993265152e-01,-1.146035816560647902e+00,1.975805666120740156e+00
